id_edge,source_node,target_node,flow_cost,fixed_cost
0,484,0,9.0,52.0
1,0,396,5.0,50.0
2,396,0,0.0,59.0
3,0,45,10.0,80.0
4,45,0,1.0,57.0
5,0,286,8.0,53.0
6,286,0,2.0,83.0
7,0,36,1.0,97.0
8,36,0,7.0,61.0
9,0,3,7.0,66.0
10,3,0,10.0,66.0
11,0,7,1.0,69.0
12,7,0,5.0,51.0
13,0,16,3.0,95.0
14,16,0,5.0,63.0
15,0,25,9.0,71.0
16,25,0,0.0,93.0
17,0,73,6.0,67.0
18,73,0,1.0,87.0
19,0,22,9.0,72.0
20,22,0,0.0,98.0
21,0,15,6.0,94.0
22,15,0,10.0,87.0
23,0,180,0.0,76.0
24,180,0,6.0,65.0
25,0,163,8.0,73.0
26,163,0,3.0,56.0
27,0,2,7.0,69.0
28,2,0,4.0,55.0
29,0,9,9.0,71.0
30,9,0,7.0,65.0
31,0,14,7.0,90.0
32,14,0,4.0,50.0
33,0,38,4.0,98.0
34,38,0,5.0,66.0
35,0,35,10.0,60.0
36,35,0,1.0,70.0
37,0,32,1.0,87.0
38,32,0,3.0,75.0
39,0,47,3.0,56.0
40,47,0,4.0,72.0
41,0,103,10.0,60.0
42,103,0,3.0,85.0
43,0,27,10.0,100.0
44,27,0,6.0,85.0
45,0,5,6.0,56.0
46,5,0,1.0,61.0
47,0,100,6.0,56.0
48,100,0,0.0,67.0
49,0,436,4.0,52.0
50,436,0,1.0,89.0
51,0,90,6.0,89.0
52,90,0,1.0,63.0
53,0,169,7.0,73.0
54,169,0,5.0,71.0
55,0,11,5.0,95.0
56,11,0,8.0,70.0
57,0,57,2.0,81.0
58,57,0,8.0,50.0
59,0,71,10.0,59.0
60,71,0,1.0,57.0
61,0,171,3.0,96.0
62,171,0,6.0,71.0
63,0,167,7.0,58.0
64,167,0,0.0,81.0
65,0,244,0.0,75.0
66,244,0,8.0,88.0
67,0,450,6.0,78.0
68,450,0,8.0,82.0
69,0,77,1.0,82.0
70,77,0,6.0,92.0
71,0,4,1.0,54.0
72,4,0,5.0,94.0
73,0,240,2.0,78.0
74,240,0,8.0,57.0
75,0,1,7.0,68.0
76,1,240,0.0,94.0
77,240,1,8.0,97.0
78,1,4,1.0,66.0
79,4,1,7.0,51.0
80,1,258,8.0,83.0
81,258,1,2.0,52.0
82,1,291,2.0,72.0
83,291,1,4.0,88.0
84,1,328,8.0,66.0
85,328,1,4.0,72.0
86,1,13,6.0,65.0
87,13,1,4.0,52.0
88,1,260,3.0,81.0
89,260,1,0.0,63.0
90,1,2,2.0,62.0
91,2,1,8.0,90.0
92,1,83,1.0,98.0
93,83,1,1.0,63.0
94,1,28,5.0,62.0
95,28,1,5.0,94.0
96,1,218,9.0,96.0
97,218,1,6.0,56.0
98,1,8,5.0,67.0
99,8,1,9.0,55.0
100,1,21,4.0,90.0
101,21,1,0.0,98.0
102,1,187,8.0,80.0
103,187,1,10.0,92.0
104,1,63,6.0,84.0
105,63,1,4.0,68.0
106,1,366,1.0,67.0
107,366,1,2.0,89.0
108,1,80,9.0,66.0
109,80,1,6.0,74.0
110,1,318,5.0,90.0
111,318,1,2.0,60.0
112,1,449,10.0,94.0
113,449,1,3.0,90.0
114,1,118,10.0,95.0
115,118,1,3.0,82.0
116,1,235,0.0,55.0
117,235,1,2.0,64.0
118,1,184,4.0,77.0
119,184,1,9.0,52.0
120,1,164,2.0,99.0
121,164,1,10.0,93.0
122,1,3,6.0,69.0
123,3,1,1.0,80.0
124,1,58,1.0,96.0
125,58,1,0.0,67.0
126,1,209,9.0,55.0
127,209,1,9.0,79.0
128,1,117,0.0,56.0
129,117,1,10.0,62.0
130,1,36,7.0,64.0
131,36,1,1.0,74.0
132,1,263,8.0,55.0
133,263,1,4.0,80.0
134,1,261,4.0,99.0
135,261,1,5.0,74.0
136,1,290,4.0,60.0
137,290,1,3.0,82.0
138,1,334,5.0,87.0
139,334,1,9.0,76.0
140,1,466,7.0,87.0
141,466,1,1.0,57.0
142,1,487,4.0,71.0
143,487,1,6.0,67.0
144,1,141,5.0,93.0
145,141,1,5.0,89.0
146,1,45,9.0,99.0
147,45,1,9.0,63.0
148,1,396,9.0,84.0
149,396,1,1.0,100.0
150,1,484,0.0,75.0
151,484,1,7.0,71.0
152,2,260,9.0,85.0
153,260,2,3.0,97.0
154,2,13,4.0,82.0
155,13,2,9.0,62.0
156,2,52,10.0,74.0
157,52,2,9.0,81.0
158,2,330,0.0,55.0
159,330,2,9.0,99.0
160,2,34,6.0,79.0
161,34,2,7.0,74.0
162,2,152,9.0,70.0
163,152,2,3.0,62.0
164,2,154,3.0,96.0
165,154,2,10.0,94.0
166,2,196,1.0,80.0
167,196,2,6.0,57.0
168,2,53,10.0,99.0
169,53,2,8.0,67.0
170,2,356,8.0,75.0
171,356,2,6.0,98.0
172,2,81,6.0,58.0
173,81,2,4.0,89.0
174,2,368,2.0,92.0
175,368,2,8.0,74.0
176,2,343,3.0,84.0
177,343,2,9.0,67.0
178,2,69,5.0,76.0
179,69,2,6.0,89.0
180,2,195,7.0,65.0
181,195,2,6.0,51.0
182,2,96,8.0,62.0
183,96,2,1.0,81.0
184,2,270,10.0,53.0
185,270,2,1.0,72.0
186,2,112,6.0,77.0
187,112,2,3.0,99.0
188,2,236,2.0,77.0
189,236,2,2.0,82.0
190,2,177,7.0,100.0
191,177,2,9.0,80.0
192,2,310,1.0,82.0
193,310,2,9.0,62.0
194,2,19,1.0,58.0
195,19,2,6.0,61.0
196,2,128,7.0,83.0
197,128,2,2.0,84.0
198,2,381,5.0,67.0
199,381,2,1.0,69.0
200,2,4,6.0,87.0
201,4,2,7.0,58.0
202,2,40,1.0,61.0
203,40,2,10.0,87.0
204,2,400,6.0,64.0
205,400,2,9.0,61.0
206,2,6,5.0,75.0
207,6,2,9.0,92.0
208,2,370,10.0,54.0
209,370,2,10.0,75.0
210,2,499,3.0,99.0
211,499,2,2.0,97.0
212,2,202,0.0,62.0
213,202,2,8.0,60.0
214,2,10,8.0,83.0
215,10,2,6.0,92.0
216,2,282,4.0,51.0
217,282,2,9.0,97.0
218,2,321,6.0,53.0
219,321,2,8.0,51.0
220,2,267,7.0,65.0
221,267,2,8.0,74.0
222,2,382,4.0,54.0
223,382,2,4.0,63.0
224,2,455,10.0,97.0
225,455,2,3.0,68.0
226,2,160,8.0,58.0
227,160,2,4.0,66.0
228,2,394,5.0,94.0
229,394,2,2.0,74.0
230,2,42,4.0,91.0
231,42,2,7.0,51.0
232,2,185,4.0,97.0
233,185,2,8.0,53.0
234,2,139,5.0,63.0
235,139,2,8.0,52.0
236,2,253,10.0,76.0
237,253,2,8.0,84.0
238,2,420,5.0,68.0
239,420,2,2.0,66.0
240,2,193,4.0,54.0
241,193,2,1.0,50.0
242,2,75,5.0,87.0
243,75,2,9.0,100.0
244,2,407,6.0,87.0
245,407,2,10.0,65.0
246,2,403,5.0,69.0
247,403,2,7.0,61.0
248,2,355,5.0,51.0
249,355,2,8.0,56.0
250,2,225,3.0,60.0
251,225,2,8.0,89.0
252,2,181,10.0,100.0
253,181,2,5.0,81.0
254,2,31,5.0,68.0
255,31,2,3.0,94.0
256,2,92,4.0,100.0
257,92,2,1.0,92.0
258,2,226,5.0,86.0
259,226,2,1.0,64.0
260,2,91,10.0,88.0
261,91,2,7.0,63.0
262,2,179,6.0,76.0
263,179,2,9.0,65.0
264,2,5,8.0,93.0
265,5,2,7.0,82.0
266,2,99,9.0,73.0
267,99,2,8.0,88.0
268,2,9,4.0,76.0
269,9,2,10.0,87.0
270,2,163,8.0,58.0
271,163,2,3.0,100.0
272,2,15,10.0,71.0
273,15,2,3.0,72.0
274,2,49,0.0,62.0
275,49,2,6.0,58.0
276,2,326,7.0,83.0
277,326,2,4.0,65.0
278,2,422,1.0,100.0
279,422,2,8.0,75.0
280,2,17,10.0,64.0
281,17,2,0.0,52.0
282,2,20,7.0,76.0
283,20,2,7.0,81.0
284,2,215,2.0,76.0
285,215,2,2.0,67.0
286,2,303,9.0,62.0
287,303,2,4.0,80.0
288,2,418,10.0,88.0
289,418,2,3.0,94.0
290,2,379,10.0,68.0
291,379,2,10.0,56.0
292,2,82,6.0,58.0
293,82,2,4.0,88.0
294,2,481,10.0,77.0
295,481,2,0.0,99.0
296,2,7,3.0,61.0
297,7,2,4.0,86.0
298,2,85,9.0,52.0
299,85,2,2.0,74.0
300,2,12,7.0,98.0
301,12,2,4.0,99.0
302,2,480,7.0,90.0
303,480,2,1.0,61.0
304,2,64,5.0,67.0
305,64,2,4.0,93.0
306,2,498,8.0,67.0
307,498,2,9.0,62.0
308,2,251,5.0,75.0
309,251,2,3.0,91.0
310,2,29,2.0,55.0
311,29,2,10.0,94.0
312,2,373,3.0,73.0
313,373,2,5.0,67.0
314,2,250,6.0,85.0
315,250,2,6.0,74.0
316,2,230,7.0,54.0
317,230,2,2.0,62.0
318,2,94,5.0,92.0
319,94,2,10.0,53.0
320,2,26,4.0,71.0
321,26,2,0.0,50.0
322,2,211,1.0,78.0
323,211,2,0.0,56.0
324,2,3,5.0,73.0
325,3,2,1.0,58.0
326,2,8,9.0,97.0
327,8,2,2.0,57.0
328,2,70,2.0,96.0
329,70,2,5.0,50.0
330,2,50,3.0,66.0
331,50,2,3.0,78.0
332,2,97,2.0,59.0
333,97,2,1.0,84.0
334,2,28,9.0,100.0
335,28,2,8.0,68.0
336,2,462,3.0,71.0
337,462,2,3.0,58.0
338,2,83,5.0,65.0
339,83,2,3.0,54.0
340,3,211,9.0,74.0
341,211,3,5.0,89.0
342,3,26,1.0,72.0
343,26,3,9.0,92.0
344,3,194,9.0,57.0
345,194,3,2.0,77.0
346,3,12,6.0,82.0
347,12,3,8.0,91.0
348,3,24,5.0,72.0
349,24,3,5.0,91.0
350,3,106,0.0,95.0
351,106,3,2.0,84.0
352,3,124,10.0,88.0
353,124,3,3.0,96.0
354,3,199,9.0,71.0
355,199,3,9.0,87.0
356,3,7,3.0,61.0
357,7,3,5.0,51.0
358,3,36,2.0,92.0
359,36,3,10.0,66.0
360,3,60,10.0,90.0
361,60,3,7.0,92.0
362,3,415,0.0,99.0
363,415,3,3.0,56.0
364,3,58,4.0,67.0
365,58,3,5.0,88.0
366,3,164,4.0,95.0
367,164,3,4.0,96.0
368,3,118,5.0,92.0
369,118,3,9.0,87.0
370,3,80,4.0,92.0
371,80,3,6.0,56.0
372,3,63,4.0,66.0
373,63,3,7.0,96.0
374,3,384,8.0,71.0
375,384,3,5.0,85.0
376,3,479,5.0,88.0
377,479,3,6.0,61.0
378,3,89,8.0,50.0
379,89,3,8.0,87.0
380,3,426,5.0,53.0
381,426,3,3.0,77.0
382,3,21,4.0,84.0
383,21,3,1.0,90.0
384,3,74,7.0,97.0
385,74,3,1.0,57.0
386,3,451,6.0,66.0
387,451,3,0.0,77.0
388,3,33,5.0,85.0
389,33,3,0.0,94.0
390,3,285,9.0,61.0
391,285,3,7.0,51.0
392,3,8,0.0,99.0
393,8,3,5.0,53.0
394,4,240,4.0,66.0
395,240,4,0.0,98.0
396,4,77,4.0,68.0
397,77,4,2.0,62.0
398,4,438,9.0,51.0
399,438,4,1.0,51.0
400,4,192,1.0,51.0
401,192,4,6.0,86.0
402,4,71,2.0,63.0
403,71,4,8.0,65.0
404,4,331,4.0,65.0
405,331,4,5.0,96.0
406,4,57,2.0,52.0
407,57,4,9.0,84.0
408,4,232,4.0,93.0
409,232,4,4.0,87.0
410,4,93,10.0,88.0
411,93,4,6.0,89.0
412,4,135,8.0,78.0
413,135,4,4.0,81.0
414,4,204,8.0,94.0
415,204,4,8.0,89.0
416,4,87,0.0,67.0
417,87,4,6.0,87.0
418,4,11,8.0,80.0
419,11,4,10.0,58.0
420,4,471,3.0,64.0
421,471,4,3.0,74.0
422,4,5,8.0,58.0
423,5,4,3.0,64.0
424,4,18,5.0,93.0
425,18,4,10.0,98.0
426,4,437,0.0,59.0
427,437,4,9.0,62.0
428,4,444,2.0,98.0
429,444,4,3.0,89.0
430,4,228,2.0,97.0
431,228,4,1.0,98.0
432,4,170,10.0,59.0
433,170,4,0.0,75.0
434,4,443,5.0,72.0
435,443,4,4.0,69.0
436,4,183,9.0,52.0
437,183,4,9.0,87.0
438,4,249,9.0,55.0
439,249,4,6.0,100.0
440,4,130,1.0,74.0
441,130,4,3.0,64.0
442,4,104,10.0,99.0
443,104,4,9.0,100.0
444,4,447,3.0,62.0
445,447,4,7.0,79.0
446,4,151,8.0,62.0
447,151,4,3.0,94.0
448,4,68,0.0,94.0
449,68,4,9.0,67.0
450,4,213,2.0,72.0
451,213,4,1.0,90.0
452,4,6,9.0,74.0
453,6,4,6.0,84.0
454,4,40,7.0,77.0
455,40,4,9.0,84.0
456,4,381,4.0,83.0
457,381,4,4.0,74.0
458,4,128,1.0,50.0
459,128,4,8.0,79.0
460,4,229,1.0,97.0
461,229,4,10.0,70.0
462,4,490,5.0,77.0
463,490,4,9.0,95.0
464,4,19,4.0,83.0
465,19,4,4.0,53.0
466,4,23,5.0,63.0
467,23,4,9.0,96.0
468,4,13,9.0,55.0
469,13,4,6.0,62.0
470,4,401,8.0,92.0
471,401,4,6.0,97.0
472,4,258,1.0,55.0
473,258,4,5.0,88.0
474,5,27,1.0,96.0
475,27,5,9.0,62.0
476,5,101,9.0,57.0
477,101,5,1.0,89.0
478,5,165,5.0,93.0
479,165,5,5.0,98.0
480,5,61,2.0,77.0
481,61,5,8.0,87.0
482,5,346,10.0,55.0
483,346,5,4.0,77.0
484,5,385,9.0,63.0
485,385,5,1.0,52.0
486,5,66,4.0,68.0
487,66,5,0.0,79.0
488,5,72,10.0,86.0
489,72,5,0.0,99.0
490,5,84,9.0,56.0
491,84,5,7.0,93.0
492,5,268,8.0,100.0
493,268,5,10.0,90.0
494,5,14,2.0,98.0
495,14,5,7.0,61.0
496,5,145,5.0,74.0
497,145,5,3.0,62.0
498,5,309,7.0,80.0
499,309,5,4.0,71.0
500,5,246,8.0,62.0
501,246,5,6.0,68.0
502,5,9,7.0,63.0
503,9,5,9.0,71.0
504,5,99,7.0,62.0
505,99,5,0.0,57.0
506,5,179,2.0,95.0
507,179,5,2.0,77.0
508,5,224,0.0,64.0
509,224,5,6.0,89.0
510,5,91,1.0,90.0
511,91,5,7.0,79.0
512,5,374,5.0,92.0
513,374,5,0.0,61.0
514,5,31,2.0,90.0
515,31,5,9.0,82.0
516,5,56,4.0,61.0
517,56,5,6.0,88.0
518,5,485,4.0,78.0
519,485,5,4.0,50.0
520,5,10,9.0,69.0
521,10,5,2.0,74.0
522,5,114,10.0,57.0
523,114,5,10.0,68.0
524,5,159,6.0,86.0
525,159,5,8.0,95.0
526,5,273,9.0,53.0
527,273,5,10.0,73.0
528,5,390,8.0,76.0
529,390,5,1.0,65.0
530,5,296,1.0,81.0
531,296,5,1.0,92.0
532,5,491,9.0,80.0
533,491,5,1.0,53.0
534,5,358,4.0,92.0
535,358,5,6.0,90.0
536,5,266,9.0,64.0
537,266,5,6.0,90.0
538,5,43,10.0,65.0
539,43,5,5.0,63.0
540,5,248,0.0,87.0
541,248,5,10.0,54.0
542,5,6,3.0,65.0
543,6,5,5.0,72.0
544,5,115,3.0,92.0
545,115,5,10.0,97.0
546,5,435,4.0,55.0
547,435,5,7.0,69.0
548,5,388,5.0,79.0
549,388,5,10.0,93.0
550,5,255,0.0,71.0
551,255,5,10.0,63.0
552,5,51,9.0,89.0
553,51,5,6.0,90.0
554,5,41,2.0,97.0
555,41,5,5.0,76.0
556,5,37,8.0,86.0
557,37,5,8.0,78.0
558,5,123,9.0,81.0
559,123,5,9.0,62.0
560,5,79,10.0,58.0
561,79,5,10.0,55.0
562,5,18,3.0,71.0
563,18,5,8.0,81.0
564,5,471,2.0,83.0
565,471,5,6.0,95.0
566,5,11,5.0,98.0
567,11,5,3.0,88.0
568,5,131,6.0,94.0
569,131,5,10.0,65.0
570,5,219,8.0,96.0
571,219,5,2.0,98.0
572,5,162,1.0,60.0
573,162,5,3.0,93.0
574,5,242,6.0,82.0
575,242,5,4.0,56.0
576,5,90,0.0,55.0
577,90,5,3.0,96.0
578,5,405,2.0,58.0
579,405,5,5.0,58.0
580,5,186,4.0,66.0
581,186,5,3.0,100.0
582,5,323,4.0,96.0
583,323,5,3.0,99.0
584,5,146,8.0,80.0
585,146,5,2.0,88.0
586,5,100,9.0,56.0
587,100,5,3.0,94.0
588,6,248,5.0,87.0
589,248,6,5.0,70.0
590,6,43,4.0,67.0
591,43,6,9.0,60.0
592,6,10,9.0,90.0
593,10,6,9.0,94.0
594,6,202,1.0,78.0
595,202,6,0.0,97.0
596,6,370,1.0,96.0
597,370,6,9.0,62.0
598,6,400,10.0,74.0
599,400,6,6.0,63.0
600,6,40,4.0,93.0
601,40,6,2.0,57.0
602,6,213,10.0,74.0
603,213,6,1.0,85.0
604,6,68,0.0,81.0
605,68,6,1.0,91.0
606,6,18,0.0,74.0
607,18,6,1.0,56.0
608,6,37,7.0,69.0
609,37,6,6.0,92.0
610,6,362,0.0,60.0
611,362,6,3.0,61.0
612,6,41,10.0,53.0
613,41,6,7.0,84.0
614,6,136,4.0,84.0
615,136,6,4.0,57.0
616,6,51,5.0,98.0
617,51,6,5.0,59.0
618,6,115,6.0,73.0
619,115,6,1.0,84.0
620,7,199,4.0,81.0
621,199,7,3.0,77.0
622,7,124,9.0,88.0
623,124,7,6.0,52.0
624,7,106,0.0,91.0
625,106,7,9.0,68.0
626,7,24,4.0,100.0
627,24,7,4.0,57.0
628,7,350,5.0,88.0
629,350,7,3.0,86.0
630,7,12,4.0,71.0
631,12,7,7.0,74.0
632,7,284,0.0,88.0
633,284,7,0.0,99.0
634,7,488,2.0,53.0
635,488,7,5.0,79.0
636,7,311,1.0,60.0
637,311,7,6.0,59.0
638,7,149,3.0,80.0
639,149,7,4.0,56.0
640,7,85,2.0,74.0
641,85,7,9.0,98.0
642,7,481,0.0,94.0
643,481,7,8.0,50.0
644,7,82,10.0,67.0
645,82,7,5.0,81.0
646,7,20,3.0,50.0
647,20,7,2.0,78.0
648,7,17,9.0,56.0
649,17,7,10.0,78.0
650,7,391,4.0,80.0
651,391,7,2.0,89.0
652,7,175,6.0,98.0
653,175,7,6.0,92.0
654,7,432,0.0,68.0
655,432,7,2.0,82.0
656,7,119,0.0,94.0
657,119,7,6.0,51.0
658,7,39,10.0,94.0
659,39,7,0.0,79.0
660,7,254,1.0,92.0
661,254,7,1.0,80.0
662,7,217,6.0,87.0
663,217,7,0.0,72.0
664,7,288,9.0,96.0
665,288,7,9.0,98.0
666,7,86,4.0,83.0
667,86,7,1.0,51.0
668,7,15,3.0,84.0
669,15,7,8.0,65.0
670,7,148,9.0,86.0
671,148,7,6.0,53.0
672,7,496,0.0,99.0
673,496,7,5.0,97.0
674,7,105,7.0,81.0
675,105,7,4.0,58.0
676,7,357,6.0,79.0
677,357,7,6.0,97.0
678,7,98,6.0,97.0
679,98,7,6.0,57.0
680,7,88,0.0,53.0
681,88,7,10.0,68.0
682,7,30,1.0,61.0
683,30,7,0.0,85.0
684,7,16,9.0,82.0
685,16,7,10.0,74.0
686,8,285,2.0,85.0
687,285,8,10.0,95.0
688,8,33,0.0,66.0
689,33,8,2.0,67.0
690,8,55,9.0,96.0
691,55,8,5.0,50.0
692,8,48,6.0,95.0
693,48,8,6.0,66.0
694,8,21,5.0,96.0
695,21,8,5.0,70.0
696,8,218,6.0,54.0
697,218,8,6.0,89.0
698,8,28,0.0,93.0
699,28,8,8.0,66.0
700,8,239,7.0,60.0
701,239,8,4.0,63.0
702,8,50,3.0,84.0
703,50,8,2.0,57.0
704,8,341,2.0,58.0
705,341,8,4.0,96.0
706,8,348,4.0,91.0
707,348,8,4.0,73.0
708,8,157,9.0,67.0
709,157,8,7.0,76.0
710,8,208,5.0,55.0
711,208,8,8.0,63.0
712,8,314,4.0,54.0
713,314,8,7.0,74.0
714,8,70,1.0,92.0
715,70,8,10.0,99.0
716,9,99,5.0,60.0
717,99,9,9.0,97.0
718,9,246,7.0,60.0
719,246,9,8.0,89.0
720,9,145,6.0,98.0
721,145,9,2.0,94.0
722,9,222,7.0,57.0
723,222,9,9.0,97.0
724,9,14,4.0,93.0
725,14,9,5.0,55.0
726,10,202,6.0,65.0
727,202,10,9.0,57.0
728,10,43,5.0,95.0
729,43,10,6.0,50.0
730,10,114,6.0,92.0
731,114,10,4.0,78.0
732,10,485,6.0,80.0
733,485,10,10.0,63.0
734,10,56,5.0,86.0
735,56,10,10.0,83.0
736,10,279,0.0,87.0
737,279,10,7.0,56.0
738,10,467,3.0,100.0
739,467,10,4.0,98.0
740,10,31,9.0,86.0
741,31,10,6.0,69.0
742,10,150,4.0,54.0
743,150,10,7.0,62.0
744,10,347,10.0,85.0
745,347,10,10.0,82.0
746,10,474,1.0,95.0
747,474,10,7.0,75.0
748,10,110,10.0,83.0
749,110,10,10.0,77.0
750,10,301,6.0,99.0
751,301,10,0.0,52.0
752,10,295,8.0,55.0
753,295,10,10.0,85.0
754,10,102,5.0,69.0
755,102,10,7.0,88.0
756,10,265,7.0,67.0
757,265,10,2.0,75.0
758,10,464,3.0,57.0
759,464,10,7.0,82.0
760,10,137,1.0,77.0
761,137,10,10.0,62.0
762,10,166,1.0,62.0
763,166,10,3.0,54.0
764,10,247,8.0,96.0
765,247,10,2.0,56.0
766,10,486,9.0,90.0
767,486,10,2.0,74.0
768,10,281,6.0,59.0
769,281,10,2.0,90.0
770,10,138,2.0,100.0
771,138,10,5.0,52.0
772,10,54,4.0,66.0
773,54,10,0.0,99.0
774,10,292,9.0,63.0
775,292,10,5.0,95.0
776,10,457,9.0,77.0
777,457,10,8.0,77.0
778,10,42,4.0,56.0
779,42,10,1.0,62.0
780,10,160,10.0,80.0
781,160,10,4.0,60.0
782,10,267,8.0,77.0
783,267,10,0.0,54.0
784,10,287,8.0,67.0
785,287,10,6.0,83.0
786,10,412,8.0,58.0
787,412,10,9.0,98.0
788,10,282,3.0,57.0
789,282,10,7.0,63.0
790,11,471,0.0,86.0
791,471,11,9.0,61.0
792,11,87,2.0,96.0
793,87,11,1.0,62.0
794,11,345,9.0,59.0
795,345,11,2.0,91.0
796,11,57,6.0,94.0
797,57,11,10.0,78.0
798,11,169,9.0,89.0
799,169,11,1.0,98.0
800,11,90,5.0,67.0
801,90,11,3.0,62.0
802,11,131,1.0,93.0
803,131,11,9.0,83.0
804,12,350,2.0,94.0
805,350,12,1.0,98.0
806,12,24,7.0,89.0
807,24,12,0.0,66.0
808,12,194,6.0,90.0
809,194,12,3.0,86.0
810,12,442,10.0,67.0
811,442,12,5.0,76.0
812,12,26,6.0,72.0
813,26,12,2.0,57.0
814,12,376,9.0,91.0
815,376,12,8.0,71.0
816,12,62,9.0,96.0
817,62,12,3.0,73.0
818,12,140,10.0,62.0
819,140,12,5.0,65.0
820,12,294,2.0,95.0
821,294,12,10.0,85.0
822,12,76,0.0,53.0
